system:time_start,NDVI
2019-01-31,0.34733855948532416
2019-02-28,0.4285002429703145
2019-03-31,0.31991955218324797
2019-04-30,0.2887582269999418
2019-05-31,0.11411551731153691
2019-06-30,0.27727287775121745
2019-07-31,0.20689735946617535
2019-08-31,0.0024564175643893987
2019-09-30,0.1668122040306582
2019-10-31,0.470741891617271
2019-11-30,0.24331003899037582
2019-12-31,0.2161085814821125
2020-01-31,0.16526856816122162
2020-02-29,0.12610036984880243
2020-03-31,0.28148202229567787
2020-04-30,0.30775710517542293
2020-05-31,0.19300318855654028
2020-06-30,0.09939688615148518
2020-07-31,0.04347821939126697
2020-08-31,0.045354634452052046
2020-09-30,0.26449264642306697
2020-10-31,0.32479567059964903
2020-11-30,0.389841507791345
2020-12-31,0.40182824591719457
2021-01-31,0.32595524495938594
2021-02-28,0.4403168409026894
2021-03-31,0.2367454122875405
2021-04-30,0.34014363539915665
2021-05-31,0.11471101631680979
2021-06-30,0.089676583393411
2021-07-31,0.19043658470622285
2021-08-31,0.15375523774888225
2021-09-30,0.2356407938266216
2021-10-31,0.22854273914228088
2021-11-30,0.38222498496808915
2021-12-31,0.2525768209242428
